proveedor,laboratorio,cum,descripcion,precio,iva,principio_activo
CRUZ VERDE,GENFAR SA,19960407-04,ESOMEPRAZOL 20MG TAB LIB RET CAJ X 10 GENFAR,3070.0,0,ESOMEPRAZOL
CRUZ VERDE,TECNOQUIMICAS SA,,ESOMEPRAZOL 20MG TAB LIB RET CAJ X 10 MK,2891.0,0,ESOMEPRAZOL
CRUZ VERDE,LABORATORIOS LA SANTE SA,,ESOMEPRAZOL 20MG TAB LIB RET CAJ X 30 LA SANTE,1922.0,0,ESOMEPRAZOL
CRUZ VERDE,GENFAR SA,,ESOMEPRAZOL 20MG TAB LIB RET GENFAR INST CAJ X 900,107.0,0,ESOMEPRAZOL
CRUZ VERDE,PROCAPS SA,,ESOMEPRAZOL 20MG TAB LIB RET INST CAJ X 100 COLMED,80.0,0,ESOMEPRAZOL
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,,ESOMEPRAZOL 20MG TAB LIB RET INST CAJ X 14 AMER GEN,1335.0,0,ESOMEPRAZOL
CRUZ VERDE,TECNOQUIMICAS SA,19983474-09,ESOMEPRAZOL 20MG TAB LIB RET INST CAJ X 30 MK,1401.0,0,ESOMEPRAZOL
CRUZ VERDE,LABORATORIOS LEGRAND SA,,ESOMEPRAZOL 40MG CAP LIB RET INST CAJ X 100 LEGRAND,89.0,0,ESOMEPRAZOL
CRUZ VERDE,NOVAMED SA,,ESOMEPRAZOL 40MG CAP LIB RET INST CAJ X 560 NOVAMED,245.0,0,ESOMEPRAZOL
CRUZ VERDE,VITALIS SA CI,,ESOMEPRAZOL 40MG POLV INY INST CAJ X 10VIAL VITALIS,4373.0,0,ESOMEPRAZOL
CRUZ VERDE,GENFAR SA,,ESOMEPRAZOL 40MG TAB LIB RET CAJ X 10 GENFAR,3033.0,0,ESOMEPRAZOL
CRUZ VERDE,TECNOQUIMICAS SA,19953919-06,ESOMEPRAZOL 40MG TAB LIB RET CAJ X 10 MK,2985.0,0,ESOMEPRAZOL
CRUZ VERDE,LABORATORIOS LA SANTE SA,19947031-13,ESOMEPRAZOL 40MG TAB LIB RET CAJ X 30 LA SANTE,2633.0,0,ESOMEPRAZOL
CRUZ VERDE,GENFAR SA,,ESOMEPRAZOL 40MG TAB LIB RET GENFAR INST CAJ X 450,153.0,0,ESOMEPRAZOL
CRUZ VERDE,PROCAPS SA,,ESOMEPRAZOL 40MG TAB LIB RET INST CAJ X 100 COLMED,101.0,0,ESOMEPRAZOL
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,,ESOMEPRAZOL 40MG TAB LIB RET INST CAJ X 14 AMER GEN,1556.0,0,ESOMEPRAZOL
CRUZ VERDE,TECNOQUIMICAS SA,19953919-08,ESOMEPRAZOL 40MG TAB LIB RET INST CAJ X 30 MK,2298.0,0,ESOMEPRAZOL
CRUZ VERDE,LABORATORIOS BEST SA,,ESOMEZOL 20MG CAP LIB RET INST CAJ X 14,1272.0,0,ESOMEPRAZOL
CRUZ VERDE,LABORATORIOS LEGRAND SA,19940078-02,ESOPRAX 20MG CAP LIB RET INST FCO X 14,839.0,0,ESOMEPRAZOL
CRUZ VERDE,LABORATORIOS LEGRAND SA,,ESOPRAX 40MG CAP LIB RET INST FCO X 14,1709.0,0,ESOMEPRAZOL
CRUZ VERDE,LABORATORIOS BUSSIE SA,,ESOZ 40MG CAP LIB RET CAJ X 30,6863.0,0,ESOMEPRAZOL
CRUZ VERDE,LABORATORIOS BUSSIE SA,20041494-07,ESOZ 40MG CAP LIB RET CAJ X 60,4898.0,0,ESOMEPRAZOL
CRUZ VERDE,NEVOX FARMA SA,,ESOZOL 40MG CAP LIB RET CAJ X 20,2965.0,0,ESOMEPRAZOL
CRUZ VERDE,TECNOQUIMICAS SA,,ESP CURE BAND MICROPO BOL X 3 43862 PIEL,3787.0,0,
CRUZ VERDE,BSN MEDICAL LTDA,,ESP LEUKOPLAST 71124-00006-00 ROL X 4.57MT BSN 10CMX4.57MT (4PULG),42374.0,0,
CRUZ VERDE,DISORTHO SAS,,ESPACIADOR PROX REF 172-950/20 UND 20MM,1002819.0,0,
CRUZ VERDE,BSN MEDICAL LTDA,,ESPARADRAPO DE TELA REF 71122-00 TUB X 5ROL X 10YARD LEUKOPLAST 12PULG,15386.0,0,
CRUZ VERDE,AMAREY NOVA MEDICAL SA,,ESPARADRAPO ELASTICO REF 900604A CAJ X 1 PAUL HARTMANN AG 15CMX10M,48044.0,0,
CRUZ VERDE,BSN MEDICAL LTDA,,ESPARADRAPO LEUKOPLAST CAJ X 6 BSN 1PULG X 5YARDAS BLANCA,2039.0,0,
CRUZ VERDE,TECNOQUIMICAS SA,,ESPARADRAPO MICROPOROSO ROLLO CUREBAND 1X3 PIEL,6535.0,0,
CRUZ VERDE,BSN MEDICAL LTDA,,ESPARADRAPO MICROPOROSO SOB X 1 2.5CMX9.14MT(1X10YD) PIEL,16392.0,0,
CRUZ VERDE,BSN MEDICAL LTDA,,ESPARADRAPO MICROPOROSO SOB X 1 5CMX9.14MT (2X10YD) PIEL,31340.0,0,
CRUZ VERDE,3M COLOMBIA SA,,ESPARADRAPO QUIRURGICO REF 1530-2 CAJ X 6ROL X 10YARD MICROPORE 2.0PULG BLANCO,6637.0,0,
CRUZ VERDE,3M COLOMBIA SA,,ESPARADRAPO QUIRURGICO REF 1530-3 CAJ X 4ROL X 10YARD MICROPORE 3.0PULG BLANCO,9986.0,0,
CRUZ VERDE,3M COLOMBIA SA,,ESPARADRAPO REF 1533-2 CAJ X 6 MICROPORE 3M 2PULG X 10YARD PIEL,10884.0,0,
CRUZ VERDE,TECNOQUIMICAS SA,,ESPARADRAPO REF 649676 CAJ X 6 CURE BAND 2PUL X 10YAR PIEL,10102.0,0,
CRUZ VERDE,TECNOQUIMICAS SA,,ESPARADRAPO ROL X 4.50MTS CUREBAND (1 PULG X 5YDS),10537.0,0,
CRUZ VERDE,BSN MEDICAL LTDA,,ESPARADRAPO SEDA LEUKOPLAST SU REF 92703-00 TUB X 5ROL X 10YARD 12PULG X 10YDS,16794.0,0,
CRUZ VERDE,TECNOQUIMICAS SA,,ESPARADRAPO TELA REF 380542 TUB X 4ROL CURE BAND,19352.0,0,
CRUZ VERDE,TECNOQUIMICAS SA,,ESPARADRAPO TELA SOB X 1 CUREBAND 2.5CM X 4.50CM,15203.0,0,
CRUZ VERDE,LABORATORIOS INCOBRA SA,36110-01,ESPASMO SILIGAS GOTAS (10+66)MG/ML(1+6.6)% SUSP ORAL INST FCO X 30ML,27145.0,0,PAPAVERINA+SIMETICONA (DIMETILPOLISILOXANO)
CRUZ VERDE,FARMACOL CHINOIN SAS,,ESPASMOBIL (300+10)MG TAB REC CAJ X 12,1862.0,0,DIPIRONA (METAMIZOL)+HIOSCINA BUTILBROMURO
CRUZ VERDE,FARMACOL CHINOIN SAS,19997697-01,ESPASMOBIL (300+10)MG TAB REC INST CAJ X 100,760.0,0,DIPIRONA (METAMIZOL)+HIOSCINA BUTILBROMURO
CRUZ VERDE,FARMACOL CHINOIN SAS,47146-01,ESPASMOBIL (333.4+6.67)MG/ML(33.34+0.667) SOL ORAL FCO X 15ML,19768.0,0,DIPIRONA (METAMIZOL)+HIOSCINA BUTILBROMURO
CRUZ VERDE,LABORATORIOS BLASKOV LTDA,19992654-01,ESPASMOKOV (2.5+0.02)GR/5ML((500+4)MG/ML) SOL INY CAJ X 5AMP X 5ML,4930.0,0,DIPIRONA (METAMIZOL)+HIOSCINA BUTILBROMURO
CRUZ VERDE,IMCOLMEDICA SA,,ESPECULO DESECHABLE OTOSCOPIO REF 52432-U BOL X 34 WELCH ALLYN 2.75MM,196.0,19,
CRUZ VERDE,IMCOLMEDICA SA,,ESPECULO DESECHABLE OTOSCOPIO REF 52434-U BOL X 34 WELCH ALLYN 4.25MM,204.0,19,
CRUZ VERDE,BIOPLAST SA,,ESPECULO PARA OTOSCOPIO ADULTO REF B403500 BOL X 60 BIOLIFE,133.0,19,
CRUZ VERDE,BIOPLAST SA,,ESPECULO PARA OTOSCOPIO PEDIATRICO REF B403502 BOL X 60 BIOLIFE,133.0,19,
CRUZ VERDE,IMCOLMEDICA SA,,ESPECULO VAGINAL DESECH VIRG UND,1676.0,19,
CRUZ VERDE,BIOPLAST SA,,ESPECULO VAGINAL ESTANDAR BOL X 1 BIOLIFE,977.0,19,
CRUZ VERDE,BIOPLAST SA,,ESPECULO VAGINAL VIRGINAL SOB X 1 BIOLIFE TALLA S,1035.0,19,
CRUZ VERDE,NOVO NORDISK COLOMBIA S A S,20189841-01,ESPEROCT 1000UI POLV INY CAJ X 1VIAL + KIT,1319090.0,0,FACTOR VIII RECOMBINANTE
CRUZ VERDE,NOVO NORDISK COLOMBIA S A S,20187198-01,ESPEROCT 2000UI POLV INY CAJ X 1VIAL + KIT,2638180.0,0,FACTOR VIII RECOMBINANTE
CRUZ VERDE,ZAMBON COLOMBIA SA,19995785-04,ESPIDIFEN 400MG TAB REC CAJ X 12,1287.0,0,IBUPROFENO
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,20056836-03,ESPIRAMICINA 3000000UI TAB REC INST CAJ X 50 AMERICAN GENERICS,2025.0,0,ESPIRAMICINA
CRUZ VERDE,LABORATORIO INTERNACIONAL DE COLOMBIA SA LABINCO SA,19963165-02,ESPIROLAN 100MG TAB CAJ X 20,826.0,0,ESPIRONOLACTONA
CRUZ VERDE,LABORATORIO INTERNACIONAL DE COLOMBIA SA LABINCO SA,,ESPIROLAN 100MG TAB INST CAJ X 20,326.0,0,ESPIRONOLACTONA
CRUZ VERDE,LABORATORIO INTERNACIONAL DE COLOMBIA SA LABINCO SA,,ESPIROLAN 25MG TAB CAJ X 20,480.0,0,ESPIRONOLACTONA
CRUZ VERDE,LABORATORIO INTERNACIONAL DE COLOMBIA SA LABINCO SA,,ESPIROLAN 25MG TAB INST CAJ X 20,189.0,0,ESPIRONOLACTONA
CRUZ VERDE,MEDLINE INTERNATIONAL COLOMBIA SAS,,ESPIROMETRO INCENTIVO TRI-FLOW REF 8884717301 SOB X 1 HUDSON,14764.0,19,
CRUZ VERDE,HUMAX PHARMACEUTICAL SA,,ESPIRONOLACTONA 100MG TAB INST CAJ X 100,383.0,0,ESPIRONOLACTONA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ESPIRONOLACTONA 12.5MG/ML(1.25%) SUSP ORAL FCO X 30ML PREP MAG ORBUS,177038.0,0,ESPIRONOLACTONA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ESPIRONOLACTONA 15MG/ML(0.15%) SUSP ORAL FCO X 60ML PREP MAG ORBUS,146018.0,0,ESPIRONOLACTONA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ESPIRONOLACTONA 15MG/ML(0.15%) SUSP ORAL FCO X 80ML PREP MAG ORBUS,206969.0,0,ESPIRONOLACTONA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ESPIRONOLACTONA 2.5MG/ML(0.25%) SUSP ORAL FCO X 30ML PREP MAG ORBUS,154500.0,0,ESPIRONOLACTONA
CRUZ VERDE,GENFAR SA,,ESPIRONOLACTONA 25MG TAB CAJ X 20 WINTHROP,726.0,0,ESPIRONOLACTONA
CRUZ VERDE,TECNOQUIMICAS SA,20093384-13,ESPIRONOLACTONA 25MG TAB CAJ X 30 MK,787.0,0,ESPIRONOLACTONA
CRUZ VERDE,GENFAR SA,,ESPIRONOLACTONA 25MG TAB INST CAJ X 300,103.0,0,ESPIRONOLACTONA
CRUZ VERDE,LABORATORIO PROFESIONAL FARMACEUTICO SA,20015631-03,ESPIRONOLACTONA 25MG TAB INST CAJ X 300 LAPROFF,98.0,0,ESPIRONOLACTONA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ESPIRONOLACTONA 2MG/ML(0.2%) SUSP ORAL FCO X 60ML PREP MAG ORBUS,168920.0,0,ESPIRONOLACTONA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ESPIRONOLACTONA 5MG/ML SUSP ORAL FCO X 120ML PREP MAG ORBUS,170738.0,0,ESPIRONOLACTONA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ESPIRONOLACTONA 5MG/ML SUSP ORAL FCO X 40ML PREP MAG ORBUS,141534.0,0,ESPIRONOLACTONA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ESPIRONOLACTONA 5MG/ML SUSP ORAL FCO X 45ML PREP MAG ORBUS,168798.0,0,ESPIRONOLACTONA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ESPIRONOLACTONA 5MG/ML SUSP ORAL FCO X 60ML PREP MAG ORBUS,177038.0,0,ESPIRONOLACTONA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ESPIRONOLACTONA 6.25MG/ML SUSP ORAL FCO X 30ML PREP MAG ORBUS,138384.0,0,ESPIRONOLACTONA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ESPIRONOLACTONA 8.5MG CAP FRASCO PREP MAG ORBUS,4969.0,0,ESPIRONOLACTONA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ESPIRONOLACTONA PREP MAG 12.5MG CAP FCO X 1 ORBUS,4969.0,0,ESPIRONOLACTONA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ESPIRONOLACTONA PREP MAG 12.5MG/ML(1.25%) SUSP ORAL FCO X 90ML ORBUS,302214.0,0,ESPIRONOLACTONA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ESPIRONOLACTONA PREP MAG 1MG/ML SUSP ORAL FCO X 15ML PREP MAG ORBUS,166375.0,0,ESPIRONOLACTONA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ESPIRONOLACTONA PREP MAG 1MG/ML(0.1%) SOL ORAL FCO X 60ML,145533.0,0,ESPIRONOLACTONA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ESPIRONOLACTONA PREP MAGISTRAL 2MG/ML SUSP ORAL FCO X 20ML FAGRON,158862.0,0,ESPIRONOLACTONA
CRUZ VERDE,EUROCLEAN MEDICAL SAS,,ESPONJA DISPO BANO PH5.5 BOL X 24,1078.0,0,
CRUZ VERDE,CARDINAL HEALTH COLOMBIA SAS,,ESPUMA ANTIMICROBIANA REF 55544AMDX CAJ X 10 KENDALL 10CMX10CM,24645.0,0,
CRUZ VERDE,CARDINAL HEALTH COLOMBIA SAS,,ESPUMA ANTIMICROBIANA REF 55588AMDX CAJ X 10SOB KENDALL 8 PULG X 8 PULG (20.3X20.3)CM,47920.0,0,
CRUZ VERDE,B BRAUN MEDICAL SA,,ESPUMA DESINFECTANT SUPERFICIE REF 19796 FCO X 750ML MELISEPTOL FOAM PURE,27707.0,0,
CRUZ VERDE,EUROETIKA LTDA,,ESQUERAT (3+2.5)% GEL TOP INST TUB X 30GR,40102.0,0,DICLOFENACO+HIALURONICO ACIDO
CRUZ VERDE,LABORATORIOS SIEGFRIED SAS,,ESTATLEN 40MG TAB REC INST CAJ X 300,84.0,0,ATORVASTATINA
CRUZ VERDE,LABORATORIOS SIEGFRIED SAS,20141920-09,ESTATLEN 80MG TAB REC INST CAJ X 100,678.0,0,ATORVASTATINA
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,20007729-02,ESTEINE 3.5MG OVUL LIB SOST CAJ X 6,15902.0,0,ESTRIOL
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,20007729-06,ESTEINE 3.5MG OVUL LIB SOST INST CAJ X 6,4355.0,0,ESTRIOL
CRUZ VERDE,LABORATORIOS CHALVER DE COLOMBIA SA,19934993-02,ESTERMAX 0.0625% CREM VAG INST TUB X 40GR,28966.0,0,ESTROGENOS CONJUGADOS
CRUZ VERDE,LABORATORIOS CHALVER DE COLOMBIA SA,,ESTERMAX 0.625MG TAB LIB PROL INST CAJ X 28,627.0,0,ESTROGENOS CONJUGADOS
CRUZ VERDE,MEDTRONIC COLOMBIA SA,,ESTILETE REF 116-10 CAJ X 10 COVIDIEN 4MM X 6 MM,5741.0,19,
CRUZ VERDE,MEDTRONIC COLOMBIA SA,,ESTILETE REF 116-14 CAJ X 10 COVIDIEN 5MM X 10MM,5752.0,19,
CRUZ VERDE,SHERLEG LABORATORIES SAS,,ESTOQUINETA ESTERIL REF 0160 BOL X 1 ESPECIALIZADA III 7.5CM X 75CM,7755.0,0,
CRUZ VERDE,SHERLEG LABORATORIES SAS,,ESTOQUINETA ESTERIL REF 0161 BOL X 1 ESPECIALIZADA III 10CM X 75CM,8211.0,0,
CRUZ VERDE,SHERLEG LABORATORIES SAS,,ESTOQUINETA ESTERIL REF 0162 BOL X 1 ESPECIALIZADA III 12.5CM X 110CM,7411.0,0,
CRUZ VERDE,SHERLEG LABORATORIES SAS,,ESTOQUINETA ORTOP TUBULAR REF 0346 ROL X 25MT 4 PULG,74579.0,0,
CRUZ VERDE,PHARMEUROPEA DE COLOMBIA,,ESTOQUINETA REF N-G923 CAJ X 1ROL NUBENCO 2 PULG X 25 YARDAS,94845.0,0,
CRUZ VERDE,PHARMEUROPEA DE COLOMBIA,,ESTOQUINETA REF N-G924 CAJ X 1ROL NUBENCO 4PULG X 25YARD,129885.0,0,
CRUZ VERDE,PHARMEUROPEA DE COLOMBIA,,ESTOQUINETA REF N-G925 CAJ X 1ROL NUBENCO 6PULG X 25YARD,198445.0,0,
CRUZ VERDE,PHARMEUROPEA DE COLOMBIA,,ESTOQUINETA REF N-G931 CAJ X 1 ROL X 23MT NUBENCO 3 PULG X 25 YARDAS,5097.0,0,
CRUZ VERDE,PHARMEUROPEA DE COLOMBIA,,ESTOQUINETA REF N-G941 ROL X 23MT NUBENCO 5 PULG X 25 YARDAS,7439.0,0,
CRUZ VERDE,GADOR SAS,20010099-01,ESTROGEL 0.06% GEL TOP INST TUB X 80GR,18672.0,0,ESTRADIOL
CRUZ VERDE,SEVEN PHARMA COLOMBIA S A S,20144254-03,ESZOPILO 2MG TAB REC INST FCO X 30,334.0,0,ESZOPICLONA
CRUZ VERDE,SEVEN PHARMA COLOMBIA S A S,,ESZOPILO 3MG TAB REC INST FCO X 30,258.0,0,ESZOPICLONA
CRUZ VERDE,ADIUM SAS,35440-01,ETACONIL 250MG TAB INST CAJ X 100,1444.0,0,FLUTAMIDA
CRUZ VERDE,LABORATORIOS LA SANTE SA,,ETANAR 25MG POLV INY CAJ X 4AMP + 4KIT,248722.0,0,ETANERCEPT
CRUZ VERDE,MEDTRONIC COLOMBIA SA,,ETDO EDGE R TIPO PALA LV REF E1450-6 SOB X 1 L16.51 X L2.54CM,27882.0,19,
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,20072872-05,ETERSA 100MG TAB REC INST CAJ X 30,187273.0,0,DASATINIB
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,20072874-05,ETERSA 50MG TAB REC INST CAJ X 30,98318.0,0,DASATINIB
CRUZ VERDE,SALUS PHARMA LABS SAS,20197888-04,ETEVIHR R (800+100)MG TAB REC INST CAJ X 30,5927.0,0,DARUNAVIR+RITONAVIR
CRUZ VERDE,JOHNSON JOHNSON MEDTECH COLOMBIA SAS,,ETHILON*BLACK 2-0 75CM 1AG.KS REF 628H CAJ X 36,9240.0,0,
CRUZ VERDE,EUROETIKA LTDA,20044823-01,ETIDOXINA 100MG CAP INST CAJ X 10,5575.0,0,DOXICICLINA
CRUZ VERDE,LABORATORIOS RYAN DE COLOMBIA SAS,20058860-03,ETILEFRINA 10MG/ML SOL INY CAJ X 25AMP X 1ML,2239.0,0,ETILEFRINA
CRUZ VERDE,KNOVEL PHARMA SAS,20017384-01,ETILEFRINA 10MG/ML SOL INY INST CAJ X 5AMP KNOVEL,2395.0,0,ETILEFRINA
CRUZ VERDE,PROCLIN PHARMA SA,20072168-01,ETILEFRINA 10MG/ML SOL INY INST CAJ X 5AMP PROCLIN,2534.0,0,ETILEFRINA
CRUZ VERDE,TECNOQUIMICAS SA,20069025-36,ETOFENAMATO 1GR/2ML(500MG/ML) SOL INY INST JERPREL X 2ML,22198.0,0,ETOFENAMATO
CRUZ VERDE,B BRAUN MEDICAL SA,,ETOMIDATO LIPURO 20MG/10ML(2MG/ML) EMUL INY CAJ X 10AMP B BRAUN,28014.0,0,ETOMIDATO
CRUZ VERDE,NOVAMED SA,19975921-07,ETOPAN GI 5MG TAB REC CAJ X 30,4004.0,0,MOSAPRIDA
CRUZ VERDE,BLAU FARMACEUTICA COLOMBIA SAS,19951646-01,ETOPOSIDO 100MG/5ML(20MG/ML) SOL INY CAJ X 10VIALES BLAU,13713.0,0,ETOPOSIDO
CRUZ VERDE,ROPSOHN THERAPEUTICS LTDA,,ETOPOSIDO 100MG/5ML(20MG/ML) SOL INY VIAL X 5ML,13054.0,0,ETOPOSIDO
CRUZ VERDE,AL PHARMA SAS,,ETOPOSIDO 100MG/5ML(20MG/ML) SOL INY VIAL X 5ML VENUS,8901.0,0,ETOPOSIDO
CRUZ VERDE,GENFAR SA,,ETORICOXIB 120MG TAB REC CAJ X 7 GENFAR,4050.0,0,ETORICOXIB
CRUZ VERDE,GENFAR SA,,ETORICOXIB 120MG TAB REC CAJ X 7 MOMENTA,3786.0,0,ETORICOXIB
CRUZ VERDE,TECNOQUIMICAS SA,20067416-10,ETORICOXIB 120MG TAB REC INST CAJ X 7 MK,2923.0,0,ETORICOXIB
CRUZ VERDE,GENFAR SA,20104791-04,ETORICOXIB 60MG TAB REC CAJ X 14 GENFAR,2637.0,0,ETORICOXIB
CRUZ VERDE,GENFAR SA,,ETORICOXIB 60MG TAB REC CAJ X 14 MOMENTA,2475.0,0,ETORICOXIB
CRUZ VERDE,TECNOQUIMICAS SA,20067414-11,ETORICOXIB 60MG TAB REC INST CAJ X 14 MK,1471.0,0,ETORICOXIB
CRUZ VERDE,GENFAR SA,20100863-08,ETORICOXIB 90MG TAB REC CAJ X 14 GENFAR,2941.0,0,ETORICOXIB
CRUZ VERDE,GENFAR SA,,ETORICOXIB 90MG TAB REC CAJ X 14 MOMENTA,2750.0,0,ETORICOXIB
CRUZ VERDE,TECNOQUIMICAS SA,20066086-11,ETORICOXIB 90MG TAB REC INST CAJ X 14 MK,2114.0,0,ETORICOXIB
CRUZ VERDE,NOVAMED SA,,ETORIMED 120MG TAB REC INST CAJ X 7,1432.0,0,ETORICOXIB
CRUZ VERDE,NOVAMED SA,20084843-02,ETORIMED 90MG TAB REC INST CAJ X 14,3919.0,0,ETORICOXIB
CRUZ VERDE,NOVAMED SA,20084847-02,ETORIMED 60MG TAB REC INST CAJ X 14,3359.0,0,ETORICOXIB
CRUZ VERDE,EUROFARMA COLOMBIA SAS,,ETOX 120MG TAB REC CAJ X 7,8682.0,0,ETORICOXIB
CRUZ VERDE,EUROFARMA COLOMBIA SAS,20145882-01,ETOX 60MG TAB REC CAJ X 14,6457.0,0,ETORICOXIB
CRUZ VERDE,EUROFARMA COLOMBIA SAS,,ETOX 90MG TAB REC CAJ X 14,6942.0,0,ETORICOXIB
CRUZ VERDE,FRANCO ARANGO Y CIA S EN C,,ETOXIVEN 3% SOL INY VIAL X 10ML,61178.0,0,POLIDOCANOL
CRUZ VERDE,HUMAX PHARMACEUTICAL SA,,ETRAVIR (600+200+300)MG TAB REC INST FCO X 30,2028.0,0,EFAVIRENZ+EMTRICITABINA+TENOFOVIR DISOPROXIL
CRUZ VERDE,ROPSOHN THERAPEUTICS LTDA,,EUCARBON MULTIPLES COMPONENTES TAB CAJ X 30,1706.0,0,
CRUZ VERDE,BEIERSDORF SA,,EUCERIN ADVANCED REPAIR PIEL MUY SECA PH5 FCO X 450ML,121193.0,19,
CRUZ VERDE,BEIERSDORF SA,,EUCERIN HIDRAT INTEN 10% UREA FCO X 250ML,90844.0,19,
CRUZ VERDE,LABQUIFAR LTDA,19937351-02,EUCILINA 250MG/5ML(5%) SUSP OR 250MG/5ML(5%) POLV SUSP ORAL INST FCO X 60ML BIOQUIFAR,2318.0,0,AMPICILINA
CRUZ VERDE,LABQUIFAR LTDA,19937348-07,EUCILINA 500MG TAB INST CAJ X 500MG TAB INST CAJ X 250 BIOQUIFAR,312.0,0,AMPICILINA
CRUZ VERDE,BIOQUIFAR PHARMACEUTICA SA,20055107-01,EUCODINA 12.1MG/5ML(0.242%) JBE INST FCO X 120ML BIOQUIFAR,6361.0,0,DIHIDROCODEINA
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,20006074-09,EUMOTRIX PLUS (150+200)MG TAB MAST INST CAJ X 30,1195.0,0,SIMETICONA (DIMETILPOLISILOXANO)+TRIMEBUTINA
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,20006074-13,EUMOTRIX PLUS (150+200)MG TAB MAST INST CAJ X 60,1286.0,0,SIMETICONA (DIMETILPOLISILOXANO)+TRIMEBUTINA
CRUZ VERDE,BIOQUIFAR PHARMACEUTICA SA,,EUMOXIN 250MG/5ML(5%) POLV SUSP ORAL INST FCO X 60ML,4783.0,0,AMOXICILINA
CRUZ VERDE,BIOQUIFAR PHARMACEUTICA SA,20066350-01,EUMOXIN 500MG TAB INST CAJ X 2 500MG TAB INST CAJ X 250 BIOQUIFAR,266.0,0,AMOXICILINA
CRUZ VERDE,BIOQUIFAR PHARMACEUTICA SA,19995583-03,EUMOXIN DUO FORTE (1000+250)MG/5ML(20+5)% POLV SUSP ORAL FCO X 100ML,54777.0,0,AMOXICILINA+SULBACTAM
CRUZ VERDE,BIOQUIFAR PHARMACEUTICA SA,19990593-01,EUMOXIN DUO FORTE (875+125)MG TAB REC CAJ X 14,3913.0,0,AMOXICILINA+SULBACTAM
CRUZ VERDE,SUIPHAR DE COLOMBIA S A S,19949577-03,EUROFER+CUCH+VAS 50MG/5ML(1%)(Fe) JBE FCO X 120ML,83041.0,0,HIERRO POLIMALTOSADO
CRUZ VERDE,MERCK SA,,EUTIROX 100MCG TAB INST CAJ X 50,92.0,0,LEVOTIROXINA
CRUZ VERDE,MERCK SA,,EUTIROX 112MCG TAB INST CAJ X 50,546.0,0,LEVOTIROXINA
CRUZ VERDE,MERCK SA,,EUTIROX 125MCG TAB INST CAJ X 50,487.0,0,LEVOTIROXINA
CRUZ VERDE,MERCK SA,,EUTIROX 137MCG TAB INST CAJ X 50,611.0,0,LEVOTIROXINA
CRUZ VERDE,MERCK SA,,EUTIROX 150MCG TAB INST CAJ X 50,193.0,0,LEVOTIROXINA
CRUZ VERDE,MERCK SA,,EUTIROX 175MCG TAB INST CAJ X 50,940.0,0,LEVOTIROXINA
CRUZ VERDE,MERCK SA,,EUTIROX 200MCG TAB INST CAJ X 50,1030.0,0,LEVOTIROXINA
CRUZ VERDE,MERCK SA,,EUTIROX 25MCG TAB INST CAJ X 50,493.0,0,LEVOTIROXINA
CRUZ VERDE,MERCK SA,,EUTIROX 50MCG TAB INST CAJ X 50,116.0,0,LEVOTIROXINA
CRUZ VERDE,MERCK SA,,EUTIROX 75MCG TAB INST CAJ X 50,224.0,0,LEVOTIROXINA
CRUZ VERDE,MERCK SA,,EUTIROX 88MCG TAB INST CAJ X 50,583.0,0,LEVOTIROXINA
CRUZ VERDE,FARMA DE COLOMBIA SAS,20038780-01,EVALAX SUSTANCIA PURA POLV SOL ORAL FCO X 250GR,94138.0,0,POLIETILENGLICOL 3350
CRUZ VERDE,FARMA DE COLOMBIA SAS,,EVALAX SUSTANCIA PURA POLV SOL ORAL INST CAJ X 10SOBX17GR,2980.0,0,POLIETILENGLICOL 3350
CRUZ VERDE,FARMA DE COLOMBIA SAS,20038780-01,EVALAX SUSTANCIA PURA POLV SOL ORAL INST FCO X 250GR,38869.0,0,POLIETILENGLICOL 3350
