proveedor,centro_distribucion,laboratorio,cum,descripcion,precio_proveedor,principio_activo,precio_maximo_venta,circular_origen,ratio_precio_vs_regulado,diferencia_valor,diferencia_pct,motivo
DISFARMA,CALI,MEGALABS,20121040-02,AMLODIPINO+TELMISARTAN 5MG+80MG TAB CX30 (XIFEN A) - MEGALABS,70950,AMLODIPINO+TELMISARTAN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,MEGALABS,20121040-02,AMLODIPINO+TELMISARTAN 5MG+80MG TAB CX30 (XIFEN A) - MEGALABS,70950,AMLODIPINO+TELMISARTAN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,LEGRAND,20047262-14,AMLODIPINO+VALSARTAN 10MG+160MG TAB CX30 (CARDIK A) - LEGRAND,23580,AMLODIPINO+VALSARTAN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,LEGRAND,20047165-05,AMLODIPINO+VALSARTAN 5MG+160MG TAB CX30 (CARDIK A) - LEGRAND,20220,AMLODIPINO+VALSARTAN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,LEGRAND,20047165-05,AMLODIPINO+VALSARTAN 5MG+160MG TAB CX30 (CARDIK A) - LEGRAND,20220,AMLODIPINO+VALSARTAN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,PROCAPS,19990284-18,AMLODIPINO+VALSARTAN 5MG+80MG CAP CX28 (VARTERAL NF) - PROCAPS,17472,AMLODIPINO+VALSARTAN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,PROCAPS,19990284-18,AMLODIPINO+VALSARTAN 5MG+80MG CAP CX28 (VARTERAL NF) - PROCAPS,17472,AMLODIPINO+VALSARTAN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,PROCAPS,19990284-18,AMLODIPINO+VALSARTAN 5MG+80MG CAP CX28 (VARTERAL NF) - PROCAPS,17472,AMLODIPINO+VALSARTAN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,DELTA,20197495-01,AMPICILINA 500MG CAP CX100 (AMDELT) - DELTA,24400,AMPICILINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,DELTA,20197495-01,AMPICILINA 500MG CAP CX100 (AMDELT) - DELTA,24400,AMPICILINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,EVER NEURO,20104307-03,APOMORFINA HCL 100MG/20ML SOL INY VIALX20ML CX5 (DACEPTON) - EVER NEURO,1019995,APOMORFINA HCL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,EVER NEURO,20104307-03,APOMORFINA HCL 100MG/20ML SOL INY VIALX20ML CX5 (DACEPTON) - EVER NEURO,1019995,APOMORFINA HCL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,MEGALABS,20091370-01,ARIPIPRAZOL 1MG/ML (0.1%) SOL ORL FCOX150ML CX1 (ILIMIT) - MEGALABS,211886,ARIPIPRAZOL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,MEGALABS,20091370-01,ARIPIPRAZOL 1MG/ML (0.1%) SOL ORL FCOX150ML CX1 (ILIMIT) - MEGALABS,211886,ARIPIPRAZOL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,BD FARMA,20131949-01,AZITROMICINA 200MG/5ML POL SUSP ORL FCOX15ML CX1 (AKRIBACT) - BD FARMA,5200,AZITROMICINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,BD FARMA,20131949-01,AZITROMICINA 200MG/5ML POL SUSP ORL FCOX15ML CX1 (AKRIBACT) - BD FARMA,5200,AZITROMICINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,BD FARMA,20131949-01,AZITROMICINA 200MG/5ML POL SUSP ORL FCOX15ML CX1 (AKRIBACT) - BD FARMA,5200,AZITROMICINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,FAES FARMA,20011750-01,BECLOMETASONA DIPROPIONATO 250MCG SOL INH BUC FCOX200 DOSIS (10ML) CX1 - FAES FARMA,7900,BECLOMETASONA DIPROPIONATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,FAES FARMA,20011750-01,BECLOMETASONA DIPROPIONATO 250MCG SOL INH BUC FCOX200 DOSIS (10ML) CX1 - FAES FARMA,7900,BECLOMETASONA DIPROPIONATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,FAES FARMA,20011750-01,BECLOMETASONA DIPROPIONATO 250MCG SOL INH BUC FCOX200 DOSIS (10ML) CX1 - FAES FARMA,7900,BECLOMETASONA DIPROPIONATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,PENTACOOP,19956040-01,BENZOATO DE BENCILO 30G/100ML LOC TOP FCOX120ML - PENTACOOP,5399,BENZOATO DE BENCILO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,PENTACOOP,19956040-01,BENZOATO DE BENCILO 30G/100ML LOC TOP FCOX120ML - PENTACOOP,5399,BENZOATO DE BENCILO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,PENTACOOP,19956040-01,BENZOATO DE BENCILO 30G/100ML LOC TOP FCOX120ML - PENTACOOP,5399,BENZOATO DE BENCILO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,BUSSIE,37706-03,BENZOCAINA 20MG/ML SOL OTIC GTS FCOX10ML CX1 (OTICAINA) - BUSSIE,18997,BENZOCAINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,BUSSIE,37706-03,BENZOCAINA 20MG/ML SOL OTIC GTS FCOX10ML CX1 (OTICAINA) - BUSSIE,18997,BENZOCAINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,BUSSIE,37706-03,BENZOCAINA 20MG/ML SOL OTIC GTS FCOX10ML CX1 (OTICAINA) - BUSSIE,18997,BENZOCAINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,SYNTHESIS,20079303-01,BEPOTASTINA BESILATO 15MG/ML (1.5%) SOL OFT GTS FCOX10ML CX1 (DOLCETTINA) - SYNTHESIS,36900,BEPOTASTINA BESILATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,PENTACOOP,20092728-05,BETAMETASONA 0.1G/100G (0.1%) CREM TOP TUBX40G CX1 - PENTACOOP,3001,BETAMETASONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,COLMED,19994642-03,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO (10MG+4MG)/2ML SUSP INY AMPX2ML CX10 - COLMED,156000,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,COLMED,19994642-03,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO (10MG+4MG)/2ML SUSP INY AMPX2ML CX10 - COLMED,156000,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,COLMED,19994642-03,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO (10MG+4MG)/2ML SUSP INY AMPX2ML CX10 - COLMED,156000,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,PROCAPS,19974890-01,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO (10MG+4MG)/2ML SUSP INY JERPREX2ML CX1 (BETADUO 2ML) - PROCAPS,37305,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,PROCAPS,19974890-01,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO (10MG+4MG)/2ML SUSP INY JERPREX2ML CX1 (BETADUO 2ML) - PROCAPS,37305,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,PROCAPS,19974890-01,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO (10MG+4MG)/2ML SUSP INY JERPREX2ML CX1 (BETADUO 2ML) - PROCAPS,37305,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,ORGANON,226529-01,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO (5MG+2MG)/ML SUSP INY JERPREX1ML CX1 (DIPROSPAN) - ORGANON,23076,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,ORGANON,226529-01,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO (5MG+2MG)/ML SUSP INY JERPREX1ML CX1 (DIPROSPAN) - ORGANON,23076,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,ORGANON,226529-01,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO (5MG+2MG)/ML SUSP INY JERPREX1ML CX1 (DIPROSPAN) - ORGANON,23076,BETAMETASONA DIPROPIONATO+BETAMETASONA FOSFATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,LABQUIFAR,19975980-02,BETAMETASONA+CIPROFLOXACINO+LIDOCAINA (1MG+3MG+40MG)/ML SOL OTIC GTS FCOX10ML (TRICLIMBAC) - LABQUIFAR,9000,BETAMETASONA+CIPROFLOXACINO+LIDOCAINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,LABQUIFAR,19975980-02,BETAMETASONA+CIPROFLOXACINO+LIDOCAINA (1MG+3MG+40MG)/ML SOL OTIC GTS FCOX10ML (TRICLIMBAC) - LABQUIFAR,9000,BETAMETASONA+CIPROFLOXACINO+LIDOCAINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,LABQUIFAR,19975980-02,BETAMETASONA+CIPROFLOXACINO+LIDOCAINA (1MG+3MG+40MG)/ML SOL OTIC GTS FCOX10ML (TRICLIMBAC) - LABQUIFAR,9000,BETAMETASONA+CIPROFLOXACINO+LIDOCAINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,LABQUIFAR,19975980-02,BETAMETASONA+CIPROFLOXACINO+LIDOCAINA (1MG+3MG+40MG)/ML SOL OTIC GTS FCOX10ML (TRICLIMBAC) - LABQUIFAR,9000,BETAMETASONA+CIPROFLOXACINO+LIDOCAINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,BD FARMA,20089480-01,BETAMETASONA+CLOTRIMAZOL+NEOMICINA (0.04G+1G+0.5G)/100G CREM TOP TUBX20G CX1 (FUNGYKRON) - BD FARMA,6372,BETAMETASONA+CLOTRIMAZOL+NEOMICINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,GENFAR,19932135-02,BETAMETASONA+CLOTRIMAZOL+NEOMICINA (0.04G+1G+0.5G)/100G CREM TOP TUBX40G CX1 - GENFAR,4290,BETAMETASONA+CLOTRIMAZOL+NEOMICINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,GENFAR,19932135-02,BETAMETASONA+CLOTRIMAZOL+NEOMICINA (0.04G+1G+0.5G)/100G CREM TOP TUBX40G CX1 - GENFAR,4290,BETAMETASONA+CLOTRIMAZOL+NEOMICINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,GENFAR,19932135-02,BETAMETASONA+CLOTRIMAZOL+NEOMICINA (0.04G+1G+0.5G)/100G CREM TOP TUBX40G CX1 - GENFAR,4290,BETAMETASONA+CLOTRIMAZOL+NEOMICINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,MK,20094213-01,BISOPROLOL FUMARATO 2.5MG TAB FCOX30 CX1 - MK,7200,BISOPROLOL FUMARATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,MK,20094213-01,BISOPROLOL FUMARATO 2.5MG TAB FCOX30 CX1 - MK,7200,BISOPROLOL FUMARATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,GENFAR,20096371-25,BISOPROLOL FUMARATO 5MG TAB CX30 - GENFAR,11400,BISOPROLOL FUMARATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,TECNOQUIMICAS,20094212-01,BISOPROLOL FUMARATO 5MG TAB FCOX30 CX1 - TECNOQUIMICAS,13560,BISOPROLOL FUMARATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,ABBVIE,215874-01,BRIMONIDINA TARTRATO 2MG/ML (0.2%) SOL OFT GTS FCOX5ML CX1 (ALPHAGAN) - ABBVIE,15000,BRIMONIDINA TARTRATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,ABBVIE,215874-01,BRIMONIDINA TARTRATO 2MG/ML (0.2%) SOL OFT GTS FCOX5ML CX1 (ALPHAGAN) - ABBVIE,15000,BRIMONIDINA TARTRATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,MK,19912625-02,BROMHEXINA 4MG/5ML JBE FCOX120ML CX1 - MK,14634,BROMHEXINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,MK,19912625-02,BROMHEXINA 4MG/5ML JBE FCOX120ML CX1 - MK,14634,BROMHEXINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,QUIMICA PATRIC,19950304-02,BROMHEXINA 8MG/5ML JBE FCOX120ML CX1 (BRONTUSS M ADULTOS) - QUIMICA PATRIC,7630,BROMHEXINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,QUIMICA PATRIC,19950304-02,BROMHEXINA 8MG/5ML JBE FCOX120ML CX1 (BRONTUSS M ADULTOS) - QUIMICA PATRIC,7630,BROMHEXINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,LAFRANCOL,20066852-04,BROMURO DE PINAVERIO+DIMETICONA 100MG+300MG TAB CX24 (DICETEL DUO) - LAFRANCOL,161760,BROMURO DE PINAVERIO+DIMETICONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,GLENMARK,20101936-03,BUDESONIDA+FORMOTEROL FUMARATO 200MCG+6MCG SUSP INH BUC FCOX150 DOSIS+INH CX1 (COMPLEBREZ) - GLENMARK,40950,BUDESONIDA+FORMOTEROL FUMARATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,GLENMARK,20101936-03,BUDESONIDA+FORMOTEROL FUMARATO 200MCG+6MCG SUSP INH BUC FCOX150 DOSIS+INH CX1 (COMPLEBREZ) - GLENMARK,40950,BUDESONIDA+FORMOTEROL FUMARATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,EUROFARMA,20058938-02,BUPROPION HCL 150MG TAB LIB PRO CX30 (BUPRION) - EUROFARMA,18000,BUPROPION HCL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,EUROFARMA,20058938-02,BUPROPION HCL 150MG TAB LIB PRO CX30 (BUPRION) - EUROFARMA,18000,BUPROPION HCL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,PROCAPS,19966533-03,CABERGOLINA 0.5MG TAB FCOX8 CX1 (ALACTIN) - PROCAPS,30936,CABERGOLINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,PROCAPS,19966533-03,CABERGOLINA 0.5MG TAB FCOX8 CX1 (ALACTIN) - PROCAPS,30936,CABERGOLINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,TECNOQUIMICAS,19912966-16,CAFEINA+ERGOTAMINA 100MG+1MG TAB CX500 (FENCAFEN) - TECNOQUIMICAS,140000,CAFEINA+ERGOTAMINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,TECNOQUIMICAS,19912966-16,CAFEINA+ERGOTAMINA 100MG+1MG TAB CX500 (FENCAFEN) - TECNOQUIMICAS,140000,CAFEINA+ERGOTAMINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,TECNOQUIMICAS,20080460-49,CANDESARTAN 16MG C*30 TAB - TECNOQUIMICAS,14040,CANDESARTAN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,CHEPLAPHARM,19961419-08,CANDESARTAN 32MG TAB CX30 (ATACAND) - CHEPLAPHARM,67350,CANDESARTAN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,CHEPLAPHARM,19961419-08,CANDESARTAN 32MG TAB CX30 (ATACAND) - CHEPLAPHARM,67350,CANDESARTAN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,CHEPLAPHARM,20010690-01,CANDESARTAN+HIDROCLOROTIAZIDA 32MG+12.5MG C*14 TAB (ATACAND PLUS) - CHEPLAPHARM,53928,CANDESARTAN+HIDROCLOROTIAZIDA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,CHEPLAPHARM,20010690-02,CANDESARTAN+HIDROCLOROTIAZIDA 32MG+12.5MG C*28 TAB (ATACAND PLUS) - CHEPLAPHARM,107240,CANDESARTAN+HIDROCLOROTIAZIDA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,PROCAPS,20200273-03,CANNABIDIOL 200MG CAP CX20 (NEVIOT) - PROCAPS,227380,CANNABIDIOL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,HUMAX,20149316-01,CARBIDOPA+ENTACAPONA+LEVODOPA 25MG+200MG+100MG TAB FCOX30 CX1 (LEVOCAPONE 100) - HUMAX,55620,CARBIDOPA+ENTACAPONA+LEVODOPA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,HUMAX,20149316-01,CARBIDOPA+ENTACAPONA+LEVODOPA 25MG+200MG+100MG TAB FCOX30 CX1 (LEVOCAPONE 100) - HUMAX,55620,CARBIDOPA+ENTACAPONA+LEVODOPA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,HUMAX,20149316-01,CARBIDOPA+ENTACAPONA+LEVODOPA 25MG+200MG+100MG TAB FCOX30 CX1 (LEVOCAPONE 100) - HUMAX,55620,CARBIDOPA+ENTACAPONA+LEVODOPA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,SIEGFRIED,30970-06,CARBONATO DE CALCIO+VITAMINA D 1250MG+330UI C*70 TAB (OSTEOCAL D) - SIEGFRIED,8540,CARBONATO DE CALCIO+VITAMINA D,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,LABQUIFAR,20016210-02,CARBONATO DE MAGNESIO+HIDROXIDO DE ALUMINIO (2.39G+0.63G)/100ML SUSP ORL FCOX360ML (ALGINACID) - LABQUIFAR,11751,CARBONATO DE MAGNESIO+HIDROXIDO DE ALUMINIO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,LABQUIFAR,20016210-02,CARBONATO DE MAGNESIO+HIDROXIDO DE ALUMINIO (2.39G+0.63G)/100ML SUSP ORL FCOX360ML (ALGINACID) - LABQUIFAR,11751,CARBONATO DE MAGNESIO+HIDROXIDO DE ALUMINIO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,LABQUIFAR,20016210-02,CARBONATO DE MAGNESIO+HIDROXIDO DE ALUMINIO (2.39G+0.63G)/100ML SUSP ORL FCOX360ML (ALGINACID) - LABQUIFAR,11751,CARBONATO DE MAGNESIO+HIDROXIDO DE ALUMINIO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,LABQUIFAR,20016210-02,CARBONATO DE MAGNESIO+HIDROXIDO DE ALUMINIO (2.39G+0.63G)/100ML SUSP ORL FCOX360ML (ALGINACID) - LABQUIFAR,11751,CARBONATO DE MAGNESIO+HIDROXIDO DE ALUMINIO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,TECNOQUIMICAS,20018219-01,CARBOXIMETILCELULOSA 10MG/ML (1%) SOL OFT GTS FCOX15ML CX1 (CARMELUB TEARSGEL) - TECNOQUIMICAS,17033,CARBOXIMETILCELULOSA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,TECNOQUIMICAS,20018219-01,CARBOXIMETILCELULOSA 10MG/ML (1%) SOL OFT GTS FCOX15ML CX1 (CARMELUB TEARSGEL) - TECNOQUIMICAS,17033,CARBOXIMETILCELULOSA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,INCOBRA,20065777-04,CARBOXIMETILCELULOSA 5MG/ML (0.5%) SOL OFT GTS FCOX15ML CX1 (OFTALMOTRILUB) - INCOBRA,3410,CARBOXIMETILCELULOSA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,PROCAPS,19965663-06,CARBOXIMETILCELULOSA 5MG/ML (0.5%) SOL OFT GTS FCOX15ML CX25 (TEARSOFT) - PROCAPS,63750,CARBOXIMETILCELULOSA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,PROCAPS,19965663-06,CARBOXIMETILCELULOSA 5MG/ML (0.5%) SOL OFT GTS FCOX15ML CX25 (TEARSOFT) - PROCAPS,63750,CARBOXIMETILCELULOSA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,PROCAPS,19965663-06,CARBOXIMETILCELULOSA 5MG/ML (0.5%) SOL OFT GTS FCOX15ML CX25 (TEARSOFT) - PROCAPS,63750,CARBOXIMETILCELULOSA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,MSD,19926495-01,CASPOFUNGINA 50MG POL INY VIAL CX1 (CANCIDAS) - MSD,237065,CASPOFUNGINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,MSD,19926495-01,CASPOFUNGINA 50MG POL INY VIAL CX1 (CANCIDAS) - MSD,237065,CASPOFUNGINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,VICAR,20197845-02,CEFAZOLINA 1G POL INY VIAL CX10 - VICAR,16750,CEFAZOLINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,VICAR,20197845-02,CEFAZOLINA 1G POL INY VIAL CX10 - VICAR,16750,CEFAZOLINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,VICAR,20197845-02,CEFAZOLINA 1G POL INY VIAL CX10 - VICAR,16750,CEFAZOLINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,BIOQUIFAR,19990594-03,CEFRADINA 250MG/5ML POL SUSP ORL FCOX100ML CX1 (KLIACEF) - BIOQUIFAR,5187,CEFRADINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,BIOQUIFAR,19950067-03,CEFRADINA 500MG TAB CX250 (KLIACEF) - BIOQUIFAR,90750,CEFRADINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,TECNOQUIMICAS,19914682-02,CELECOXIB 100MG C*20 CAP - TECNOQUIMICAS,5980,CELECOXIB,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,TECNOQUIMICAS,19914682-02,CELECOXIB 100MG C*20 CAP - TECNOQUIMICAS,5980,CELECOXIB,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,GENFAR,20092574-02,CICLOBENZAPRINA 10MG TAB CX30 - GENFAR,12690,CICLOBENZAPRINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,GENFAR,20092574-02,CICLOBENZAPRINA 10MG TAB CX30 - GENFAR,12690,CICLOBENZAPRINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,GENFAR,20092574-02,CICLOBENZAPRINA 10MG TAB CX30 - GENFAR,12690,CICLOBENZAPRINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,MEDIFARMA,20104186-01,CIPROFLOXACINO 100MG/10ML SOL INY VIALX10ML CX50 - MEDIFARMA,63500,CIPROFLOXACINO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
